Titel;Frage;Ebene;Metabereichtyp;Bereichtyp;Raumtyp;Objektklasse;Objekttyp;Antworttyp;Antwortoptionen;Standard Antwort;Einheit;Bedingung;Pflicht;Foto_Pflicht;HilfeText;Kluster;Reihenfolge;Activ;Fragekatalog;Autor;Version;Änderungsdatum;Min_LOD;Zielgruppe;Fototyp;HilfeMedien;Objektart
ZL_Gedaemmt;Gedämmt?;Objekt;;;;TWW-Installation;Zirkulationsleitung;Einzelauswahl;"ja, durchgehend;teilweise;nein;weiß nicht";;-;immer;Ja;Nein;Hält das Warmwasser im Umlauf warm.;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
ZL_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;TWW-Installation;Zirkulationsleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
ZL_NeuerRaum;In welchen Raum führt die Leitung?;Objekt;;;;TWW-Installation;Zirkulationsleitung;Einzelauswahl;(Raumliste);;-;«ZL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
ZL_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;TWW-Installation;Zirkulationsleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;«ZL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
ZL_Schaeden;Sichtbare Schäden? (Mehrfach);Objekt;;;;TWW-Installation;Zirkulationsleitung;Mehrfachauswahl;"keine;Korrosion/Rost;Leckage/Feuchte;Dämmung beschädigt;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
ZL_Foto;Übersichtsfoto;Objekt;;;;TWW-Installation;Zirkulationsleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
WWZ_Stand;Zählerstand (m³)?;Objekt;;;;TWW-Installation;Warmwasserzähler;Zahl;;;m³;immer;Nein;Nein;;Nutzung & Betrieb;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;-;;Objekt
WWZ_Foto;Foto Zähler + Stand;Objekt;;;;TWW-Installation;Warmwasserzähler;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Typenschild;;Objekt
FK_Apertur;Aperturfläche des Feldes (m²)?;Objekt;;;;Solarkollektoren;Flachkollektor;Zahl;;;m²;immer;Nein;Nein;;Solar;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FK_Anzahl;Anzahl Kollektoren?;Objekt;;;;Solarkollektoren;Flachkollektor;Zahl;;;-;immer;Nein;Nein;;Solar;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FK_Ausrichtung;Ausrichtung (Himmelsrichtung)?;Objekt;;;;Solarkollektoren;Flachkollektor;Einzelauswahl;"Süd;Südost;Südwest;Ost;West;Nord;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
FK_Azimut;Azimut in ° (0=Süd)?;Objekt;;;;Solarkollektoren;Flachkollektor;Zahl;;;°;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
FK_Neigung;Neigung (°)?;Objekt;;;;Solarkollektoren;Flachkollektor;Zahl;;;°;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FK_Schaeden;Sichtbare Schäden? (Mehrfach);Objekt;;;;Solarkollektoren;Flachkollektor;Mehrfachauswahl;"keine;Glasbruch;Kondensat unter Glas;Verschmutzung;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
FK_Foto;Übersichtsfoto;Objekt;;;;Solarkollektoren;Flachkollektor;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
SL_Nennweite;Nennweite/Durchmesser?;Objekt;;;;Solar-Installation;Solarleitung;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SL_Laenge;Länge im Raum (m)?;Objekt;;;;Solar-Installation;Solarleitung;Zahl;;;m;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SL_Material;Werkstoff?;Objekt;;;;Solar-Installation;Solarleitung;Einzelauswahl;"Kupfer;Edelstahl-Wellrohr;weiß nicht";;-;immer;Ja;Nein;;Solar;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SL_Verlegeart;Verlegeart?;Objekt;;;;Solar-Installation;Solarleitung;Einzelauswahl;"Aufputz;Unterputz;im Estrich;in Schacht;abgehängt;erdverlegt;weiß nicht";;-;immer;Ja;Nein;;Solar;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SL_Gedaemmt;Gedämmt?;Objekt;;;;Solar-Installation;Solarleitung;Einzelauswahl;"ja, durchgehend;teilweise;nein;weiß nicht";;-;immer;Ja;Nein;"Temperatur-/UV-fest dämmen; führt Glykol.";Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SL_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Solar-Installation;Solarleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SL_NeuerRaum;In welchen Raum führt die Leitung?;Objekt;;;;Solar-Installation;Solarleitung;Einzelauswahl;(Raumliste);;-;«SL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SL_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;Solar-Installation;Solarleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;«SL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SL_Schaeden;Sichtbare Schäden? (Mehrfach);Objekt;;;;Solar-Installation;Solarleitung;Mehrfachauswahl;"keine;Korrosion/Rost;Leckage/Feuchte;Dämmung beschädigt;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SL_Foto;Übersichtsfoto;Objekt;;;;Solar-Installation;Solarleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
KWS_Leistung;Kälteleistung (kW)?;Objekt;;;;Kälteerzeugung;Kaltwassersatz/Kältemaschine;Zahl;;;kW;immer;Nein;Nein;;Kälte;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KWS_Kaeltemittel;Kältemittel-Typ (falls ablesbar)?;Objekt;;;;Kälteerzeugung;Kaltwassersatz/Kältemaschine;Text;;;-;immer;Nein;Nein;z. B. R32, R290, R410A.;Kälte;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KWS_Glykol_Art;Frostschutz/Glykol im Kaltwasser-/Solekreis?;Objekt;;;;Kälteerzeugung;Kaltwassersatz/Kältemaschine;Einzelauswahl;"keiner;Propylenglykol;Ethylenglykol;weiß nicht";;-;immer;Ja;Nein;Wird hier einmal für den Kreis erfasst.;Kälte;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KWS_Glykol_Frost;Frostschutz bis (°C)?;Objekt;;;;Kälteerzeugung;Kaltwassersatz/Kältemaschine;Zahl;;;°C;«KWS_Glykol_Art» ungleich 'keiner';Nein;Nein;;Kälte;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
KWS_Schaeden;Auffälligkeiten? (Mehrfach);Objekt;;;;Kälteerzeugung;Kaltwassersatz/Kältemaschine;Mehrfachauswahl;"keine;Undichtigkeit/Feuchte;Korrosion;Fehlermeldung;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KWS_Foto;Übersichtsfoto;Objekt;;;;Kälteerzeugung;Kaltwassersatz/Kältemaschine;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
SPL_Kaeltemittel;Kältemittel-Typ?;Objekt;;;;Kälteerzeugung;Split-Klimagerät (Außengerät);Text;;;-;immer;Nein;Nein;Vom Typenschild.;Kälte;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SPL_Innengeraete;Anzahl Innengeräte?;Objekt;;;;Kälteerzeugung;Split-Klimagerät (Außengerät);Zahl;;;-;immer;Nein;Nein;;Kälte;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SPL_Foto;Foto;Objekt;;;;Kälteerzeugung;Split-Klimagerät (Außengerät);Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
VRF_Kaeltemittel;Kältemittel-Typ?;Objekt;;;;Kälteerzeugung;VRF-Außengerät;Text;;;-;immer;Nein;Nein;;Kälte;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
VRF_Innengeraete;Anzahl Innengeräte?;Objekt;;;;Kälteerzeugung;VRF-Außengerät;Zahl;;;-;immer;Nein;Nein;;Kälte;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
VRF_Foto;Foto;Objekt;;;;Kälteerzeugung;VRF-Außengerät;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
RK_Bauart;Bauart?;Objekt;;;;Kälteerzeugung;Rückkühler/Rückkühlwerk;Einzelauswahl;"Trockenkühler;Nasskühlturm;Hybridkühler;weiß nicht";;-;immer;Ja;Nein;;Kälte;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
RK_Foto;Foto;Objekt;;;;Kälteerzeugung;Rückkühler/Rückkühlwerk;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
KL_Nennweite;Nennweite/Durchmesser?;Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KL_Laenge;Länge im Raum (m)?;Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Zahl;;;m;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KL_Material;Werkstoff?;Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Einzelauswahl;"Stahl;Kupfer;Kunststoff;weiß nicht";;-;immer;Ja;Nein;;Kälte;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KL_Verlegeart;Verlegeart?;Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Einzelauswahl;"Aufputz;Unterputz;im Estrich;in Schacht;abgehängt;erdverlegt;weiß nicht";;-;immer;Ja;Nein;;Kälte;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KL_Gedaemmt;Gedämmt?;Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Einzelauswahl;"ja, durchgehend;teilweise;nein;weiß nicht";;-;immer;Ja;Nein;"Dämmung gegen Schwitzwasser wichtig; führt Glykol/Sole.";Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KL_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KL_NeuerRaum;In welchen Raum führt die Leitung?;Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Einzelauswahl;(Raumliste);;-;«KL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KL_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Ja/Nein;"Ja;Nein;weiß nicht";;-;«KL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KL_Schaeden;Sichtbare Schäden? (Mehrfach);Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Mehrfachauswahl;"keine;Korrosion/Rost;Leckage/Feuchte;Dämmung beschädigt;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KL_Foto;Übersichtsfoto;Objekt;;;;Kälteinstallation;Kälteleitung (Kaltwasser/Sole);Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
KML_Nennweite;Nennweite/Durchmesser?;Objekt;;;;Kälteinstallation;Kältemittelleitung;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KML_Laenge;Länge im Raum (m)?;Objekt;;;;Kälteinstallation;Kältemittelleitung;Zahl;;;m;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KML_Material;Werkstoff?;Objekt;;;;Kälteinstallation;Kältemittelleitung;Einzelauswahl;"Kupfer;weiß nicht";;-;immer;Ja;Nein;;Kälte;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KML_Verlegeart;Verlegeart?;Objekt;;;;Kälteinstallation;Kältemittelleitung;Einzelauswahl;"Aufputz;Unterputz;im Estrich;in Schacht;abgehängt;erdverlegt;weiß nicht";;-;immer;Ja;Nein;;Kälte;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KML_Gedaemmt;Gedämmt?;Objekt;;;;Kälteinstallation;Kältemittelleitung;Einzelauswahl;"ja, durchgehend;teilweise;nein;weiß nicht";;-;immer;Ja;Nein;"Kältemittel-führend; diffusionsdicht isoliert.";Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KML_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Kälteinstallation;Kältemittelleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KML_NeuerRaum;In welchen Raum führt die Leitung?;Objekt;;;;Kälteinstallation;Kältemittelleitung;Einzelauswahl;(Raumliste);;-;«KML_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KML_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;Kälteinstallation;Kältemittelleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;«KML_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KML_Schaeden;Sichtbare Schäden? (Mehrfach);Objekt;;;;Kälteinstallation;Kältemittelleitung;Mehrfachauswahl;"keine;Korrosion/Rost;Leckage/Feuchte;Dämmung beschädigt;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
KML_Foto;Übersichtsfoto;Objekt;;;;Kälteinstallation;Kältemittelleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
KOL_Gefaelle;Gefälle vorhanden (Fließrichtung)?;Objekt;;;;Kälteinstallation;Kondensatleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;Kondensat muss mit Gefälle ablaufen.;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KOL_Ziel;Wohin entwässert das Kondensat?;Objekt;;;;Kälteinstallation;Kondensatleitung;Einzelauswahl;"Abwasser (Siphon);Hebeanlage;Sammelbehälter;weiß nicht";;-;immer;Nein;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KOL_Foto;Foto;Objekt;;;;Kälteinstallation;Kondensatleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
FC_Bauart;Bauart?;Objekt;;;;Kälteübergabe;Gebläsekonvektor/Fan-Coil;Einzelauswahl;"Truhengerät;Deckenkassette;Kanalgerät;Wandgerät;weiß nicht";;-;immer;Ja;Nein;;Kälte;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FC_Kondensat;Kondensatablauf vorhanden?;Objekt;;;;Kälteübergabe;Gebläsekonvektor/Fan-Coil;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Kälte;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FC_Foto;Foto;Objekt;;;;Kälteübergabe;Gebläsekonvektor/Fan-Coil;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
KD_Flaeche;Kühlfläche (m²)?;Objekt;;;;Kälteübergabe;Kühldecke/Kühlsegel;Zahl;;;m²;immer;Nein;Nein;;Kälte;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KD_Taupunkt;Taupunktüberwachung vorhanden?;Objekt;;;;Kälteübergabe;Kühldecke/Kühlsegel;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Kälte;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
KD_Foto;Foto;Objekt;;;;Kälteübergabe;Kühldecke/Kühlsegel;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
UK_Bauart;Bauart?;Objekt;;;;Kälteübergabe;Umluftkühlgerät;Einzelauswahl;"Standgerät;Deckengerät;weiß nicht";;-;immer;Nein;Nein;;Kälte;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
UK_Foto;Foto;Objekt;;;;Kälteübergabe;Umluftkühlgerät;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
SIG_Bauart;Bauart?;Objekt;;;;Kälteübergabe;Split-Innengerät;Einzelauswahl;"Wandgerät;Deckenkassette;Truhe;Kanalgerät;weiß nicht";;-;immer;Ja;Nein;;Kälte;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SIG_Kondensat;Kondensatablauf?;Objekt;;;;Kälteübergabe;Split-Innengerät;Einzelauswahl;"Schwerkraft;Kondensatpumpe;weiß nicht";;-;immer;Nein;Nein;;Kälte;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SIG_Foto;Foto;Objekt;;;;Kälteübergabe;Split-Innengerät;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
AL_Nennweite;Nennweite?;Objekt;;;;Abwasserinstallation;Anschlussleitung;Einzelauswahl;"DN40;DN50;DN70;DN100;DN125;DN150;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
AL_Material;Rohrmaterial?;Objekt;;;;Abwasserinstallation;Anschlussleitung;Einzelauswahl;"PVC/HT (Kunststoff);SML-Guss;Steinzeug;PE;weiß nicht";;-;immer;Ja;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
AL_Gefaelle;Gefälle (%)?;Objekt;;;;Abwasserinstallation;Anschlussleitung;Zahl;;;%;immer;Nein;Nein;Neigung in Fließrichtung.;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
AL_Verlegeart;Verlegeart?;Objekt;;;;Abwasserinstallation;Anschlussleitung;Einzelauswahl;"freiliegend;in Vorwand/Schacht;im Boden;erdverlegt;abgehängt;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
AL_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Abwasserinstallation;Anschlussleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
AL_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;Abwasserinstallation;Anschlussleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;«AL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
AL_Schaeden;Auffälligkeiten? (Mehrfach);Objekt;;;;Abwasserinstallation;Anschlussleitung;Mehrfachauswahl;"keine;Undichtigkeit/Feuchte;Verstopfungsspuren;Korrosion;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
AL_Foto;Übersichtsfoto;Objekt;;;;Abwasserinstallation;Anschlussleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
GL_Nennweite;Nennweite?;Objekt;;;;Abwasserinstallation;Grundleitung;Einzelauswahl;"DN40;DN50;DN70;DN100;DN125;DN150;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
GL_Material;Rohrmaterial?;Objekt;;;;Abwasserinstallation;Grundleitung;Einzelauswahl;"PVC/HT (Kunststoff);SML-Guss;Steinzeug;PE;weiß nicht";;-;immer;Ja;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
GL_Gefaelle;Gefälle (%)?;Objekt;;;;Abwasserinstallation;Grundleitung;Zahl;;;%;immer;Nein;Nein;Neigung in Fließrichtung.;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
GL_Verlegeart;Verlegeart?;Objekt;;;;Abwasserinstallation;Grundleitung;Einzelauswahl;"freiliegend;in Vorwand/Schacht;im Boden;erdverlegt;abgehängt;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
GL_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Abwasserinstallation;Grundleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
GL_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;Abwasserinstallation;Grundleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;«GL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
GL_Schaeden;Auffälligkeiten? (Mehrfach);Objekt;;;;Abwasserinstallation;Grundleitung;Mehrfachauswahl;"keine;Undichtigkeit/Feuchte;Verstopfungsspuren;Korrosion;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
GL_Foto;Übersichtsfoto;Objekt;;;;Abwasserinstallation;Grundleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
